"id"	"famille"	1808	"Noble"	"Citoyen"	"famille.12e.siecle"
"1042"	"dies"	"0"	"0"	"1"	"0"
"1043"	"diodati"	"0"	"0"	"1"	"0"
"1044"	"di pichi"	"0"	"0"	"1"	"0"
"1045"	"divo"	"0"	"0"	"1"	"0"
"1046"	"di zorzi"	"0"	"0"	"1"	"1"
"1047"	"doglioni"	"1"	"0"	"1"	"0"
"1048"	"dolpe"	"0"	"0"	"1"	"0"
"1049"	"domenici"	"0"	"0"	"1"	"0"
"1050"	"domestici"	"1"	"0"	"1"	"0"
"1051"	"donadi"	"0"	"0"	"1"	"0"
"1052"	"doroteo"	"0"	"0"	"1"	"0"
"1053"	"dotti"	"0"	"0"	"1"	"0"
"1054"	"dragano"	"0"	"0"	"1"	"0"
"1055"	"draghi"	"0"	"0"	"1"	"0"
"1056"	"dragone"	"0"	"0"	"1"	"0"
"1057"	"dressina"	"0"	"0"	"1"	"0"
"1058"	"ducati"	"0"	"0"	"1"	"0"
"1059"	"duranti"	"0"	"0"	"1"	"0"
"1060"	"durati"	"0"	"0"	"1"	"0"
"1061"	"durighello"	"0"	"0"	"1"	"0"
"1062"	"ercolani"	"0"	"0"	"1"	"0"
"1063"	"ercoli"	"1"	"0"	"1"	"0"
"1064"	"eugenio"	"0"	"0"	"1"	"0"
"1065"	"eugenico"	"0"	"0"	"1"	"0"
"1066"	"eustachio"	"0"	"0"	"1"	"0"
"1067"	"fabrizii"	"0"	"0"	"1"	"0"
"1068"	"fadini"	"0"	"0"	"1"	"0"
"1069"	"falconetto"	"0"	"0"	"1"	"0"
"1070"	"falconi"	"1"	"0"	"1"	"0"
"1071"	"fanelli"	"1"	"0"	"1"	"0"
"1072"	"fantinelli"	"1"	"0"	"1"	"0"
"1073"	"fasuol"	"0"	"0"	"1"	"0"
"1074"	"faustini"	"1"	"0"	"1"	"0"
"1075"	"fausto"	"0"	"0"	"1"	"0"
"1076"	"fava"	"1"	"0"	"1"	"0"
"1077"	"fedeli"	"1"	"0"	"1"	"0"
"1078"	"federici"	"1"	"0"	"1"	"0"
"1079"	"feletti"	"0"	"0"	"1"	"0"
"1080"	"feliciano"	"0"	"0"	"1"	"0"
"1081"	"fenario"	"0"	"0"	"1"	"0"
"1082"	"fenarolo"	"0"	"0"	"1"	"0"
"1083"	"ferman"	"0"	"0"	"1"	"0"
"1084"	"ferracina"	"1"	"0"	"1"	"0"
"1085"	"ferrante"	"0"	"0"	"1"	"0"
"1086"	"ferretti"	"1"	"0"	"1"	"0"
"1087"	"fessi"	"0"	"0"	"1"	"0"
"1088"	"festellini"	"0"	"0"	"1"	"0"
"1089"	"fialetti"	"0"	"0"	"1"	"0"
"1090"	"fiamma"	"0"	"0"	"1"	"0"
"1091"	"fiandra"	"0"	"0"	"1"	"0"
"1092"	"fianelli"	"0"	"0"	"1"	"0"
"1093"	"figolino"	"0"	"0"	"1"	"0"
"1094"	"filanosa"	"0"	"0"	"1"	"0"
"1095"	"filelfo"	"0"	"0"	"1"	"0"
"1096"	"filetti"	"0"	"0"	"1"	"0"
"1097"	"filiasi"	"0"	"0"	"1"	"0"
"1098"	"filippi"	"1"	"0"	"1"	"0"
"1099"	"filomati"	"0"	"0"	"1"	"0"
"1100"	"finardi"	"0"	"0"	"1"	"0"
"1101"	"finetti"	"1"	"0"	"1"	"0"
"1102"	"finili"	"0"	"0"	"1"	"0"
"1103"	"fioravanti"	"0"	"0"	"1"	"0"
"1104"	"floravanti"	"0"	"0"	"1"	"0"
"1105"	"fiorelli"	"0"	"0"	"1"	"0"
"1106"	"fisso"	"0"	"0"	"1"	"0"
"1107"	"fistellini"	"0"	"0"	"1"	"0"
"1108"	"fiume"	"0"	"0"	"1"	"0"
"1109"	"flami"	"0"	"0"	"1"	"0"
"1110"	"floriano"	"0"	"0"	"1"	"0"
"1111"	"folliano"	"0"	"0"	"1"	"0"
"1112"	"fondi"	"0"	"0"	"1"	"0"
"1113"	"fonti"	"1"	"0"	"1"	"0"
"1114"	"foppa"	"0"	"0"	"1"	"0"
"1115"	"foresti"	"1"	"0"	"1"	"0"
"1116"	"formenti"	"1"	"0"	"1"	"0"
"1117"	"fortis"	"0"	"0"	"1"	"0"
"1118"	"forza"	"0"	"0"	"1"	"0"
"1119"	"foscherari"	"0"	"0"	"1"	"0"
"1120"	"foschi"	"0"	"0"	"1"	"0"
"1121"	"fossa"	"1"	"0"	"1"	"0"
"1122"	"fossati"	"1"	"0"	"1"	"0"
"1123"	"fracanzan"	"0"	"0"	"1"	"0"
"1124"	"frani"	"0"	"0"	"1"	"0"
"1125"	"franceschi"	"1"	"0"	"1"	"0"
"1126"	"franchi"	"1"	"0"	"1"	"0"
"1127"	"franchini"	"1"	"0"	"1"	"0"
"1128"	"frangipane"	"0"	"0"	"1"	"0"
"1129"	"franzini"	"1"	"0"	"1"	"0"
"1130"	"frattina"	"0"	"0"	"1"	"0"
"1131"	"fregoso"	"0"	"0"	"1"	"0"
"1132"	"freriis"	"0"	"0"	"1"	"0"
"1133"	"freschi"	"0"	"0"	"1"	"0"
"1134"	"frizzieri"	"0"	"0"	"1"	"0"
"1135"	"fucci"	"0"	"0"	"1"	"0"
"1136"	"fugazzoni"	"0"	"0"	"1"	"0"
"1137"	"fustinioni"	"0"	"0"	"1"	"0"
"1138"	"gabriel"	"1"	"0"	"1"	"0"
"1139"	"garbini"	"0"	"0"	"1"	"0"
"1140"	"gadaldini"	"0"	"0"	"1"	"0"
"1141"	"gaio"	"0"	"0"	"1"	"0"
"1142"	"galante"	"1"	"0"	"1"	"0"
"1143"	"galasso"	"0"	"0"	"1"	"0"
"1144"	"galdaldini"	"0"	"0"	"1"	"0"
"1145"	"galeotto"	"0"	"0"	"1"	"0"
"1146"	"galesi"	"0"	"0"	"1"	"0"
"1147"	"galli"	"1"	"0"	"1"	"0"
"1148"	"gambi"	"0"	"0"	"1"	"0"
"1149"	"gambo"	"0"	"0"	"1"	"0"
"1150"	"garelli"	"1"	"0"	"1"	"0"
"1151"	"garini"	"0"	"0"	"1"	"0"
"1152"	"gassoni"	"0"	"0"	"1"	"0"
"1153"	"gatta"	"0"	"0"	"1"	"0"
"1154"	"gatti"	"1"	"0"	"1"	"0"
"1155"	"gattinoni"	"0"	"0"	"1"	"0"
"1156"	"gavardo"	"1"	"0"	"1"	"0"
"1157"	"gavarina"	"0"	"0"	"1"	"0"
"1158"	"gela"	"0"	"0"	"1"	"0"
"1159"	"genaro"	"1"	"0"	"1"	"0"
"1160"	"generini"	"1"	"0"	"1"	"0"
"1161"	"genova"	"1"	"0"	"1"	"0"
"1162"	"gentile"	"0"	"0"	"1"	"0"
"1163"	"gera"	"0"	"0"	"1"	"0"
"1164"	"gerardi"	"1"	"0"	"1"	"0"
"1165"	"gezo"	"0"	"0"	"1"	"0"
"1166"	"gherardi"	"1"	"0"	"1"	"0"
"1167"	"gherardini"	"1"	"0"	"1"	"0"
"1168"	"gherardo"	"0"	"0"	"1"	"0"
"1169"	"giacomazzi"	"1"	"0"	"1"	"0"
"1170"	"giavarina"	"0"	"0"	"1"	"0"
"1171"	"giberti"	"0"	"0"	"1"	"0"
"1172"	"gimberti"	"0"	"0"	"1"	"0"
"1173"	"ginotto"	"0"	"0"	"1"	"0"
"1174"	"giordani"	"1"	"0"	"1"	"0"
"1175"	"giorgio"	"0"	"0"	"1"	"0"
"1176"	"giova"	"0"	"0"	"1"	"0"
"1177"	"girardo"	"0"	"0"	"1"	"1"
"1178"	"gislanzoni"	"1"	"0"	"1"	"0"
"1179"	"giunta"	"0"	"0"	"1"	"0"
"1180"	"giusberti"	"0"	"0"	"1"	"0"
"1181"	"giusti"	"1"	"0"	"1"	"0"
"1182"	"giustiniani"	"1"	"0"	"1"	"1"
"1183"	"gobbi"	"1"	"0"	"1"	"0"
"1184"	"gobis"	"1"	"0"	"1"	"0"
"1185"	"gonella"	"0"	"0"	"1"	"0"
"1186"	"gonemi"	"0"	"0"	"1"	"0"
"1187"	"gonzardi"	"0"	"0"	"1"	"0"
"1188"	"goro"	"0"	"0"	"1"	"0"
"1189"	"gotardini"	"0"	"0"	"1"	"0"
"1190"	"gotti"	"0"	"0"	"1"	"0"
"1191"	"gozi"	"0"	"0"	"1"	"0"
"1192"	"gradniano"	"0"	"0"	"1"	"0"
"1193"	"gramatici"	"0"	"0"	"1"	"0"
"1194"	"grandi"	"1"	"0"	"1"	"0"
"1195"	"grandimbeni"	"0"	"0"	"1"	"0"
"1196"	"grapi"	"0"	"0"	"1"	"0"
"1197"	"graroli"	"0"	"0"	"1"	"0"
"1198"	"grasolari"	"0"	"0"	"1"	"0"
"1199"	"grassi"	"1"	"0"	"1"	"0"
"1200"	"grattarol"	"0"	"0"	"1"	"0"
"1201"	"grattarol dalle navi"	"0"	"0"	"1"	"0"
"1202"	"graussone"	"0"	"0"	"1"	"0"
"1203"	"grazia"	"0"	"0"	"1"	"0"
"1204"	"graziabona"	"0"	"0"	"1"	"0"
"1205"	"grazian"	"0"	"0"	"1"	"0"
"1206"	"graziani"	"0"	"0"	"1"	"1"
"1207"	"grazioli"	"0"	"0"	"1"	"0"
"1208"	"greco"	"1"	"0"	"1"	"1"
"1209"	"gregoletti"	"0"	"0"	"1"	"0"
"1210"	"gregolin"	"1"	"0"	"1"	"0"
"1211"	"gregorii"	"0"	"0"	"1"	"0"
"1212"	"greguol"	"0"	"0"	"1"	"0"
"1213"	"grifalconi"	"1"	"0"	"1"	"0"
"1214"	"grifo"	"0"	"0"	"1"	"0"
"1215"	"griffoni"	"1"	"0"	"1"	"0"
"1216"	"griso"	"1"	"0"	"1"	"0"
"1217"	"grollo"	"1"	"0"	"1"	"0"
"1218"	"groppi"	"0"	"0"	"1"	"0"
"1219"	"grotta"	"1"	"0"	"1"	"0"
"1220"	"gruato"	"1"	"0"	"1"	"0"
"1221"	"guarinoni"	"1"	"0"	"1"	"0"
"1222"	"guerucci"	"0"	"0"	"1"	"0"
"1223"	"guidi"	"0"	"0"	"1"	"0"
"1224"	"guidiccioni"	"0"	"0"	"1"	"0"
"1225"	"guidotto"	"0"	"0"	"1"	"0"
"1226"	"guidozzi"	"0"	"0"	"1"	"0"
"1227"	"guiducci"	"0"	"0"	"1"	"0"
"1228"	"gusmieri"	"0"	"0"	"1"	"0"
"1229"	"i√§ger"	"0"	"0"	"1"	"0"
"1230"	"iarca degli uberti"	"0"	"0"	"1"	"0"
"1231"	"imberti"	"1"	"0"	"1"	"0"
"1232"	"inzegna"	"0"	"0"	"1"	"0"
"1233"	"inzegnardi"	"0"	"0"	"1"	"0"
"1234"	"inzegner"	"0"	"0"	"1"	"0"
"1235"	"iova"	"0"	"0"	"1"	"0"
"1236"	"iunta"	"0"	"0"	"1"	"0"
"1237"	"lambardo"	"0"	"0"	"1"	"1"
"1238"	"lamberti"	"1"	"0"	"1"	"0"
"1239"	"landi"	"0"	"0"	"1"	"0"
"1240"	"lanfranchi"	"1"	"0"	"1"	"0"
"1241"	"lanza"	"1"	"0"	"1"	"0"
"1242"	"lanzuol"	"0"	"0"	"1"	"0"
"1243"	"lardoni"	"1"	"0"	"1"	"0"
"1244"	"lascari"	"0"	"0"	"1"	"0"
"1245"	"lavezzari"	"1"	"0"	"1"	"0"
"1246"	"lavezzi"	"1"	"0"	"1"	"0"
"1247"	"lazaroni"	"0"	"0"	"1"	"0"
"1248"	"leffio"	"0"	"0"	"1"	"0"
"1249"	"legname"	"0"	"0"	"1"	"0"
"1250"	"legrenzi"	"1"	"0"	"1"	"0"
"1251"	"leonardi"	"0"	"0"	"1"	"0"
"1252"	"leoncini"	"0"	"0"	"1"	"0"
"1253"	"leopardi"	"0"	"0"	"1"	"0"
"1254"	"levrier"	"0"	"0"	"1"	"0"
"1255"	"liburnio"	"0"	"0"	"1"	"0"
"1256"	"licinio"	"0"	"0"	"1"	"0"
"1257"	"lio"	"1"	"0"	"1"	"0"
"1258"	"lioncini"	"0"	"0"	"1"	"0"
"1259"	"lionello"	"0"	"0"	"1"	"0"
"1260"	"lioni"	"1"	"0"	"1"	"0"
"1261"	"littino"	"0"	"0"	"1"	"0"
"1262"	"livio"	"1"	"0"	"1"	"0"
"1263"	"locatelli"	"1"	"0"	"1"	"0"
"1264"	"lodoli"	"0"	"0"	"1"	"0"
"1265"	"lodovichi"	"0"	"0"	"1"	"0"
"1266"	"lodron"	"0"	"0"	"1"	"0"
"1267"	"lombardi"	"1"	"0"	"1"	"0"
"1268"	"longino"	"0"	"0"	"1"	"0"
"1269"	"loredano"	"1"	"0"	"1"	"0"
"1270"	"lorenzi"	"1"	"0"	"1"	"0"
"1271"	"loris"	"1"	"0"	"1"	"0"
"1272"	"loschi"	"1"	"0"	"1"	"0"
"1273"	"lucadello"	"0"	"0"	"1"	"0"
"1274"	"luchini"	"0"	"0"	"1"	"0"
"1275"	"lucio"	"0"	"0"	"1"	"0"
"1276"	"ludovici"	"1"	"0"	"1"	"0"
"1277"	"luppoli"	"0"	"0"	"1"	"0"
"1278"	"luzzana"	"1"	"0"	"1"	"0"
"1279"	"macarini"	"0"	"0"	"1"	"0"
"1280"	"macigni"	"0"	"0"	"1"	"0"
"1281"	"maderni"	"1"	"0"	"1"	"0"
"1282"	"maffei"	"1"	"0"	"1"	"0"
"1283"	"maggi"	"0"	"0"	"1"	"0"
"1284"	"magnavin"	"0"	"0"	"1"	"0"
"1285"	"mainardi"	"1"	"0"	"1"	"0"
"1286"	"mainieri"	"0"	"0"	"1"	"0"
"1287"	"maino"	"1"	"0"	"1"	"0"
"1288"	"maistri"	"0"	"0"	"1"	"0"
"1289"	"malatini"	"0"	"0"	"1"	"0"
"1290"	"malcavazza"	"0"	"0"	"1"	"0"
"1291"	"maldotto"	"0"	"0"	"1"	"0"
"1292"	"malombra"	"0"	"0"	"1"	"0"
"1293"	"malpigi"	"0"	"0"	"1"	"0"
"1294"	"malpiglia"	"0"	"0"	"1"	"0"
"1295"	"malusa"	"0"	"0"	"1"	"0"
"1296"	"malvicini"	"0"	"0"	"1"	"0"
"1297"	"mamoli"	"0"	"0"	"1"	"0"
"1298"	"mandelli"	"1"	"0"	"1"	"0"
"1299"	"mandonio"	"0"	"0"	"1"	"0"
"1300"	"manenti"	"1"	"0"	"1"	"0"
"1301"	"manerbi"	"0"	"0"	"1"	"0"
"1302"	"manfrone"	"0"	"0"	"1"	"0"
"1303"	"manoli"	"0"	"0"	"1"	"0"
"1304"	"manoni"	"0"	"0"	"1"	"0"
"1305"	"manuzio"	"0"	"0"	"1"	"0"
"1306"	"marani"	"0"	"0"	"1"	"0"
"1307"	"maratti"	"1"	"0"	"1"	"0"
"1308"	"maraveggia"	"0"	"0"	"1"	"0"
"1309"	"marazzi"	"1"	"0"	"1"	"0"
"1310"	"marcadelli"	"0"	"0"	"1"	"0"
"1311"	"marcanova"	"0"	"0"	"1"	"0"
"1312"	"marcellini"	"1"	"0"	"1"	"0"
"1313"	"marchesi"	"1"	"0"	"1"	"0"
"1314"	"marchesini"	"1"	"0"	"1"	"0"
"1315"	"marchetti"	"1"	"0"	"1"	"0"
"1316"	"marchiori"	"1"	"0"	"1"	"0"
"1317"	"marci"	"0"	"0"	"1"	"0"
"1318"	"marciano"	"0"	"0"	"1"	"0"
"1319"	"marcilian"	"0"	"0"	"1"	"0"
"1320"	"marconi"	"1"	"0"	"1"	"0"
"1321"	"mardeo"	"0"	"0"	"1"	"0"
"1322"	"marefrone"	"0"	"0"	"1"	"0"
"1323"	"marenti"	"1"	"0"	"1"	"0"
"1324"	"marenzi"	"0"	"0"	"1"	"0"
"1325"	"marguti"	"0"	"0"	"1"	"0"
"1326"	"mariani"	"0"	"0"	"1"	"0"
"1327"	"marinelli"	"1"	"0"	"1"	"0"
"1328"	"marinoni"	"1"	"0"	"1"	"1"
"1329"	"marmora"	"0"	"0"	"1"	"0"
"1330"	"marruccini"	"0"	"0"	"1"	"0"
"1331"	"marrucelli"	"0"	"0"	"1"	"0"
"1332"	"marsilio"	"0"	"0"	"1"	"0"
"1333"	"martinoni"	"0"	"0"	"1"	"0"
"1334"	"marzangelo"	"0"	"0"	"1"	"0"
"1335"	"marzolo"	"1"	"0"	"1"	"0"
"1336"	"massa"	"1"	"0"	"1"	"0"
"1337"	"massario"	"0"	"0"	"1"	"0"
"1338"	"masser"	"0"	"0"	"1"	"0"
"1339"	"massolini"	"0"	"0"	"1"	"0"
"1340"	"mastaleo"	"0"	"0"	"1"	"0"
"1341"	"mastalici"	"0"	"0"	"1"	"0"
"1342"	"mastelli"	"0"	"0"	"1"	"0"
"1343"	"mastrosanto"	"0"	"0"	"1"	"0"
"1344"	"mationi"	"0"	"0"	"1"	"0"
"1345"	"mauricio"	"0"	"0"	"1"	"0"
"1346"	"maurocelli"	"0"	"0"	"1"	"0"
"1347"	"mauruzini"	"0"	"0"	"1"	"0"
"1348"	"mazza"	"0"	"0"	"1"	"0"
"1349"	"mazzamano"	"0"	"0"	"1"	"0"
"1350"	"mazzaruol"	"0"	"0"	"1"	"0"
"1351"	"mazzi"	"0"	"0"	"1"	"0"
"1352"	"mazzigni"	"0"	"0"	"1"	"0"
"1353"	"mazzol√†"	"0"	"0"	"1"	"0"
"1354"	"mazzoleni"	"1"	"0"	"1"	"0"
"1355"	"mazzolini"	"0"	"0"	"1"	"0"
"1356"	"medici"	"1"	"0"	"1"	"0"
"1357"	"medolo"	"0"	"0"	"1"	"0"
"1358"	"megli"	"0"	"0"	"1"	"0"
"1359"	"melchiori"	"1"	"0"	"1"	"0"
"1360"	"mellini"	"0"	"0"	"1"	"0"
"1361"	"meloncini"	"0"	"0"	"1"	"0"
"1362"	"memmo"	"1"	"0"	"1"	"0"
"1363"	"menechini"	"0"	"0"	"1"	"0"
"1364"	"menighi"	"0"	"0"	"1"	"0"
"1365"	"menor"	"0"	"0"	"1"	"0"
"1366"	"mercatelli"	"0"	"0"	"1"	"0"
"1367"	"merlini"	"1"	"0"	"1"	"0"
"1368"	"mestre"	"0"	"0"	"1"	"0"
"1369"	"metafan"	"0"	"0"	"1"	"0"
"1370"	"mezzabarba"	"0"	"0"	"1"	"0"
"1371"	"mezzo"	"1"	"0"	"1"	"0"
"1372"	"michieli"	"1"	"0"	"1"	"0"
"1373"	"milani"	"1"	"0"	"1"	"0"
"1374"	"milioni"	"0"	"0"	"1"	"0"
"1375"	"milledonne"	"0"	"0"	"1"	"0"
"1376"	"millo"	"0"	"0"	"1"	"0"
"1377"	"minoto"	"1"	"0"	"1"	"0"
"1378"	"mioni"	"0"	"0"	"1"	"0"
"1379"	"modena"	"0"	"0"	"1"	"0"
"1380"	"modesti"	"0"	"0"	"1"	"0"
"1381"	"molinetti"	"0"	"0"	"1"	"0"
"1382"	"molino"	"0"	"0"	"1"	"0"
"1383"	"monaci"	"0"	"0"	"1"	"0"
"1384"	"mondini"	"1"	"0"	"1"	"0"
"1385"	"montalbano"	"0"	"0"	"1"	"0"
"1386"	"montanari"	"1"	"0"	"1"	"1"
"1387"	"montaner"	"0"	"0"	"1"	"0"
"1388"	"monte"	"1"	"0"	"1"	"0"
"1389"	"monturio"	"0"	"0"	"1"	"0"
"1390"	"morabio"	"0"	"0"	"1"	"0"
"1391"	"morana"	"0"	"0"	"1"	"0"
"1392"	"morandini"	"0"	"0"	"1"	"0"
"1393"	"moranzoni"	"0"	"0"	"1"	"0"
"1394"	"moravio"	"0"	"0"	"1"	"0"
"1395"	"morello"	"0"	"0"	"1"	"0"
"1396"	"moretti"	"1"	"0"	"1"	"0"
"1397"	"mosto"	"1"	"0"	"1"	"0"
"1398"	"mozo"	"0"	"0"	"1"	"0"
"1399"	"mozzoni"	"0"	"0"	"1"	"0"
"1400"	"mula"	"1"	"0"	"1"	"0"
"1401"	"murani"	"0"	"0"	"1"	"0"
"1402"	"murello"	"0"	"0"	"1"	"0"
"1403"	"muriani"	"0"	"0"	"1"	"0"
"1404"	"murioni"	"0"	"0"	"1"	"0"
"1405"	"musa"	"0"	"0"	"1"	"0"
"1406"	"muschietti"	"0"	"0"	"1"	"0"
"1407"	"muscorne"	"0"	"0"	"1"	"0"
"1408"	"muse"	"0"	"0"	"1"	"0"
"1409"	"musitelli"	"1"	"0"	"1"	"0"
"1410"	"mussolo"	"0"	"0"	"1"	"0"
"1411"	"mussolin"	"0"	"0"	"1"	"0"
"1412"	"muti"	"0"	"0"	"1"	"0"
"1413"	"mutii"	"0"	"0"	"1"	"0"
"1414"	"muzoli"	"0"	"0"	"1"	"0"
"1415"	"mazzoli"	"0"	"0"	"1"	"0"
"1416"	"mazzoni"	"1"	"0"	"1"	"0"
"1417"	"nanti"	"0"	"0"	"1"	"0"
"1418"	"nardeo"	"0"	"0"	"1"	"0"
"1419"	"nardi"	"1"	"0"	"1"	"0"
"1420"	"nascimben"	"0"	"0"	"1"	"0"
"1421"	"navager"	"0"	"0"	"1"	"0"
"1422"	"navarra"	"0"	"0"	"1"	"0"
"1423"	"nave"	"0"	"0"	"1"	"0"
"1424"	"nazari"	"1"	"0"	"1"	"0"
"1425"	"negri"	"1"	"0"	"1"	"0"
"1426"	"negro"	"0"	"0"	"1"	"0"
"1427"	"negroni"	"1"	"0"	"1"	"0"
"1428"	"nerini illasis"	"0"	"0"	"1"	"0"
"1429"	"nicheta"	"0"	"0"	"1"	"0"
"1430"	"nicolai"	"0"	"0"	"1"	"0"
"1431"	"nicolosi"	"0"	"0"	"1"	"0"
"1432"	"nigusio"	"0"	"0"	"1"	"0"
"1433"	"ninfa"	"1"	"0"	"1"	"0"
"1434"	"nordari"	"0"	"0"	"1"	"0"
"1435"	"nogarola"	"0"	"0"	"1"	"0"
"1436"	"nomicò"	"0"	"0"	"1"	"0"
"1437"	"nores"	"0"	"0"	"1"	"0"
"1438"	"noris"	"0"	"0"	"1"	"0"
"1439"	"nottola"	"0"	"0"	"1"	"0"
"1440"	"novelli"	"0"	"0"	"1"	"0"
"1441"	"nuzio"	"0"	"0"	"1"	"0"
"1442"	"obizo"	"0"	"0"	"1"	"0"
"1443"	"oddofreddi"	"0"	"0"	"1"	"0"
"1444"	"oddoni"	"0"	"0"	"1"	"0"
"1445"	"oglio"	"0"	"0"	"1"	"0"
"1446"	"oio"	"0"	"0"	"1"	"0"
"1447"	"olcini"	"0"	"0"	"1"	"0"
"1448"	"olini"	"0"	"0"	"1"	"0"
"1449"	"olivotti"	"0"	"0"	"1"	"0"
"1450"	"olmo"	"1"	"0"	"1"	"0"
"1451"	"oria"	"0"	"0"	"1"	"0"
"1452"	"ornaghi"	"0"	"0"	"1"	"0"
"1453"	"orselli"	"0"	"0"	"1"	"0"
"1454"	"orsi"	"0"	"0"	"1"	"0"
"1455"	"ortali"	"1"	"0"	"1"	"0"
"1456"	"ottato"	"0"	"0"	"1"	"0"
"1457"	"otti"	"0"	"0"	"1"	"0"
"1458"	"pacata"	"0"	"0"	"1"	"0"
"1459"	"paci"	"0"	"0"	"1"	"0"
"1460"	"padavia"	"0"	"0"	"1"	"0"
"1461"	"pagan"	"1"	"0"	"1"	"0"
"1462"	"pagano"	"0"	"0"	"1"	"1"
"1463"	"paganuzzi"	"1"	"0"	"1"	"0"
"1464"	"page"	"0"	"0"	"1"	"0"
"1465"	"paiello"	"0"	"0"	"1"	"0"
"1466"	"palatin"	"0"	"0"	"1"	"0"
"1467"	"paleologo"	"0"	"0"	"1"	"0"
"1468"	"palestrina"	"0"	"0"	"1"	"0"
"1469"	"paliaga"	"0"	"0"	"1"	"0"
"1470"	"palmerio"	"0"	"0"	"1"	"0"
"1471"	"pandolfin"	"0"	"0"	"1"	"1"
"1472"	"panfilo"	"0"	"0"	"1"	"0"
"1473"	"paoni"	"0"	"0"	"1"	"0"
"1474"	"papadopoli"	"1"	"0"	"1"	"0"
"1475"	"paradiso"	"0"	"0"	"1"	"1"
"1476"	"paraleoni"	"0"	"0"	"1"	"0"
"1477"	"pardini"	"0"	"0"	"1"	"0"
"1478"	"paresini"	"0"	"0"	"1"	"0"
"1479"	"parigi"	"0"	"0"	"1"	"0"
"1480"	"partenio"	"0"	"0"	"1"	"0"
"1481"	"pascale"	"0"	"0"	"1"	"0"
"1482"	"pase"	"0"	"0"	"1"	"0"
"1483"	"pasetto"	"0"	"0"	"1"	"0"
"1484"	"pasini"	"1"	"0"	"1"	"0"
"1485"	"pasqualini"	"1"	"0"	"1"	"0"
"1486"	"passalaqua"	"0"	"0"	"1"	"0"
"1487"	"passari"	"0"	"0"	"1"	"0"
"1488"	"passazi"	"0"	"0"	"1"	"0"
"1489"	"patarol"	"1"	"0"	"1"	"0"
"1490"	"pauli"	"0"	"0"	"1"	"0"
"1491"	"paulini"	"0"	"0"	"1"	"0"
"1492"	"paulucci"	"1"	"0"	"1"	"0"
"1493"	"pavon"	"0"	"0"	"1"	"0"
"1494"	"pazzi"	"1"	"0"	"1"	"0"
"1495"	"pedrucci"	"0"	"0"	"1"	"0"
"1496"	"pegolotti"	"0"	"0"	"1"	"0"
"1497"	"pegusi"	"0"	"0"	"1"	"0"
"1498"	"peiton"	"0"	"0"	"1"	"0"
"1499"	"pelestrina"	"0"	"0"	"1"	"0"
"1500"	"pellegrini"	"1"	"0"	"1"	"0"
"1501"	"pencini"	"0"	"0"	"1"	"0"
"1502"	"pensa"	"0"	"0"	"1"	"0"
"1503"	"pensabel"	"0"	"0"	"1"	"0"
"1504"	"perazzo"	"1"	"0"	"1"	"0"
"1505"	"percini"	"0"	"0"	"1"	"0"
"1506"	"perduci"	"0"	"0"	"1"	"0"
"1507"	"perego"	"0"	"0"	"1"	"0"
"1508"	"peres"	"0"	"0"	"1"	"0"
"1509"	"perlasca"	"1"	"0"	"1"	"0"
"1510"	"perotti"	"0"	"0"	"1"	"0"
"1511"	"peruzzi"	"1"	"0"	"1"	"0"
"1512"	"pescina"	"0"	"0"	"1"	"0"
"1513"	"pesenti"	"1"	"0"	"1"	"0"
"1514"	"petri"	"0"	"0"	"1"	"0"
"1515"	"petropoli"	"1"	"0"	"1"	"0"
"1516"	"piacentini"	"0"	"0"	"1"	"0"
"1517"	"pianta"	"0"	"0"	"1"	"0"
"1518"	"piatti"	"1"	"0"	"1"	"0"
"1519"	"piazzola"	"0"	"0"	"1"	"0"
"1520"	"piccinazzo"	"0"	"0"	"1"	"0"
"1521"	"pichi"	"0"	"0"	"1"	"0"
"1522"	"picini"	"1"	"0"	"1"	"0"
"1523"	"pietra"	"1"	"0"	"1"	"0"
"1524"	"pigna"	"0"	"0"	"1"	"0"
"1525"	"pignori"	"0"	"0"	"1"	"0"
"1526"	"pigozzi"	"0"	"0"	"1"	"0"
"1527"	"pileoti"	"0"	"0"	"1"	"0"
"1528"	"piloto"	"0"	"0"	"1"	"0"
"1529"	"pinadello"	"0"	"0"	"1"	"0"
"1530"	"pinardo"	"0"	"0"	"1"	"0"
"1531"	"pincio"	"0"	"0"	"1"	"0"
"1532"	"pinea"	"0"	"0"	"1"	"0"
"1533"	"pini"	"0"	"0"	"1"	"0"
"1534"	"pisanelli"	"0"	"0"	"1"	"0"
"1535"	"pistorino"	"0"	"0"	"1"	"0"
"1536"	"piumazzo"	"0"	"0"	"1"	"0"
"1537"	"pizzini"	"0"	"0"	"1"	"0"
"1538"	"pizzoni"	"0"	"0"	"1"	"0"
"1539"	"pocobello"	"0"	"0"	"1"	"0"
"1540"	"podacataro"	"0"	"0"	"1"	"0"
"1541"	"poggio"	"0"	"0"	"1"	"0"
"1542"	"poleni"	"0"	"0"	"1"	"0"
"1543"	"polverini"	"1"	"0"	"1"	"0"
"1544"	"pontano"	"0"	"0"	"1"	"0"
"1545"	"ponte"	"1"	"0"	"1"	"0"
"1546"	"pontefice"	"0"	"0"	"1"	"0"
"1547"	"ponzoni"	"0"	"0"	"1"	"0"
"1548"	"porcia"	"1"	"0"	"1"	"0"
