"id"	"famille"	1808	"Noble"	"Citoyen"	"famille.12e.siecle"
"3580"	"azeo"	"1"	"0"	"0"	"0"
"3581"	"andreola"	"1"	"0"	"0"	"0"
"3582"	"algareti"	"1"	"0"	"0"	"0"
"3583"	"braschi"	"1"	"0"	"0"	"0"
"3584"	"fontelan"	"1"	"0"	"0"	"0"
"3585"	"copeta"	"1"	"0"	"0"	"0"
"3586"	"damistro"	"1"	"0"	"0"	"0"
"3587"	"frisan"	"1"	"0"	"0"	"0"
"3588"	"foscati"	"1"	"0"	"0"	"0"
"3589"	"francescheti"	"1"	"0"	"0"	"0"
"3590"	"zacaleti"	"1"	"0"	"0"	"0"
"3591"	"galvani"	"1"	"0"	"0"	"0"
"3592"	"boromeo"	"1"	"0"	"0"	"0"
"3593"	"boneti"	"1"	"0"	"0"	"0"
"3594"	"brunelli"	"1"	"0"	"0"	"0"
"3595"	"gasparoli"	"1"	"0"	"0"	"0"
"3596"	"rambazzi"	"1"	"0"	"0"	"0"
"3597"	"magistrato"	"1"	"0"	"0"	"0"
"3598"	"acque"	"1"	"0"	"0"	"0"
"3599"	"bereta"	"1"	"0"	"0"	"0"
"3600"	"pelizioli"	"1"	"0"	"0"	"0"
"3601"	"dall"	"1"	"0"	"0"	"0"
"3602"	"paggiaro"	"1"	"0"	"0"	"0"
"3603"	"foscarin"	"1"	"0"	"0"	"0"
"3604"	"bella"	"1"	"0"	"0"	"0"
"3605"	"vernasobre"	"1"	"0"	"0"	"0"
"3606"	"armelini"	"1"	"0"	"0"	"0"
"3607"	"pressato"	"1"	"0"	"0"	"0"
"3608"	"soprana"	"1"	"0"	"0"	"0"
"3609"	"chiurloto"	"1"	"0"	"0"	"0"
"3610"	"ista"	"1"	"0"	"0"	"0"
"3611"	"orsato"	"1"	"0"	"0"	"0"
"3612"	"zaroti"	"1"	"0"	"0"	"0"
"3613"	"azzonica"	"1"	"0"	"0"	"0"
"3614"	"tomadei"	"1"	"0"	"0"	"0"
"3615"	"dottori"	"1"	"0"	"0"	"0"
"3616"	"livan"	"1"	"0"	"0"	"0"
"3617"	"calderari"	"1"	"0"	"0"	"0"
"3618"	"calichipoli"	"1"	"0"	"0"	"0"
"3619"	"manzini"	"1"	"0"	"0"	"0"
"3620"	"sorbola"	"1"	"0"	"0"	"0"
"3621"	"pelai"	"1"	"0"	"0"	"0"
"3622"	"spinazzi"	"1"	"0"	"0"	"0"
"3623"	"ruzinato"	"1"	"0"	"0"	"0"
"3624"	"rezia"	"1"	"0"	"0"	"0"
"3625"	"bisson"	"1"	"0"	"0"	"0"
"3626"	"dapar"	"1"	"0"	"0"	"0"
"3627"	"sp"	"1"	"0"	"0"	"0"
"3628"	"coleti"	"1"	"0"	"0"	"0"
"3629"	"cossetti"	"1"	"0"	"0"	"0"
"3630"	"padrin"	"1"	"0"	"0"	"0"
"3631"	"bissa"	"1"	"0"	"0"	"1"
"3632"	"pi"	"1"	"0"	"0"	"0"
"3633"	"fiorin"	"1"	"0"	"0"	"0"
"3634"	"siola"	"1"	"0"	"0"	"0"
"3635"	"faliva"	"1"	"0"	"0"	"0"
"3636"	"cenarin"	"1"	"0"	"0"	"0"
"3637"	"marieti"	"1"	"0"	"0"	"0"
"3638"	"tognella"	"1"	"0"	"0"	"0"
"3639"	"plonder"	"1"	"0"	"0"	"0"
"3640"	"luccadello"	"1"	"0"	"0"	"0"
"3641"	"flez"	"1"	"0"	"0"	"0"
"3642"	"canciani"	"1"	"0"	"0"	"0"
"3643"	"capitanio"	"1"	"0"	"0"	"0"
"3644"	"sussi"	"1"	"0"	"0"	"0"
"3645"	"pachiasso"	"1"	"0"	"0"	"0"
"3646"	"zocco"	"1"	"0"	"0"	"0"
"3647"	"bontina"	"1"	"0"	"0"	"0"
"3648"	"simoncin"	"1"	"0"	"0"	"0"
"3649"	"moazzo"	"1"	"0"	"0"	"0"
"3650"	"pinzoni"	"1"	"0"	"0"	"0"
"3651"	"borsoti"	"1"	"0"	"0"	"0"
"3652"	"dittura"	"1"	"0"	"0"	"0"
"3653"	"dante"	"1"	"0"	"0"	"0"
"3654"	"corso"	"1"	"0"	"0"	"0"
"3655"	"mantoani"	"1"	"0"	"0"	"0"
"3656"	"rocheta"	"1"	"0"	"0"	"0"
"3657"	"bonamin"	"1"	"0"	"0"	"0"
"3658"	"aprile"	"1"	"0"	"0"	"0"
"3659"	"zavelli"	"1"	"0"	"0"	"0"
"3660"	"crozzola"	"1"	"0"	"0"	"0"
"3661"	"cavaliera"	"1"	"0"	"0"	"0"
"3662"	"gagieta"	"1"	"0"	"0"	"0"
"3663"	"picoli"	"1"	"0"	"0"	"0"
"3664"	"azari"	"1"	"0"	"0"	"0"
"3665"	"castagna"	"1"	"0"	"0"	"0"
"3666"	"scatiglio"	"1"	"0"	"0"	"0"
"3667"	"occhi"	"1"	"0"	"0"	"0"
"3668"	"colpo"	"1"	"0"	"0"	"0"
"3669"	"sarto"	"1"	"0"	"0"	"0"
"3670"	"canella"	"1"	"0"	"0"	"0"
"3671"	"gatao"	"1"	"0"	"0"	"0"
"3672"	"settemini"	"1"	"0"	"0"	"0"
"3673"	"cocalin"	"1"	"0"	"0"	"0"
"3674"	"cappellari"	"1"	"0"	"0"	"0"
"3675"	"marcoleoni"	"1"	"0"	"0"	"0"
"3676"	"romanello"	"1"	"0"	"0"	"0"
"3677"	"zamari"	"1"	"0"	"0"	"0"
"3678"	"susana"	"1"	"0"	"0"	"0"
"3679"	"peteno"	"1"	"0"	"0"	"0"
"3680"	"battella"	"1"	"0"	"0"	"0"
"3681"	"ferali"	"1"	"0"	"0"	"0"
"3682"	"gamba"	"1"	"0"	"0"	"0"
"3683"	"formagin"	"1"	"0"	"0"	"0"
"3684"	"canonici"	"1"	"0"	"0"	"0"
"3685"	"fogacia"	"1"	"0"	"0"	"0"
"3686"	"crepaz"	"1"	"0"	"0"	"0"
"3687"	"giantofetti"	"1"	"0"	"0"	"0"
"3688"	"sografi"	"1"	"0"	"0"	"0"
"3689"	"salce"	"1"	"0"	"0"	"0"
"3690"	"darduin"	"1"	"0"	"0"	"0"
"3691"	"franceschini"	"1"	"0"	"0"	"0"
"3692"	"pprivato"	"1"	"0"	"0"	"0"
"3693"	"cologna"	"1"	"0"	"0"	"0"
"3694"	"arca"	"1"	"0"	"0"	"0"
"3695"	"assiati"	"1"	"0"	"0"	"0"
"3696"	"gavan"	"1"	"0"	"0"	"0"
"3697"	"beneco"	"1"	"0"	"0"	"0"
"3698"	"dalacqua"	"1"	"0"	"0"	"0"
"3699"	"comiani"	"1"	"0"	"0"	"0"
"3700"	"vio"	"1"	"0"	"0"	"0"
"3701"	"giorgin"	"1"	"0"	"0"	"0"
"3702"	"lodi"	"1"	"0"	"0"	"0"
"3703"	"severi"	"1"	"0"	"0"	"0"
"3704"	"piccini"	"1"	"0"	"0"	"0"
"3705"	"gabardi"	"1"	"0"	"0"	"0"
"3706"	"anziati"	"1"	"0"	"0"	"0"
"3707"	"cavalini"	"1"	"0"	"0"	"0"
"3708"	"biaseti"	"1"	"0"	"0"	"0"
"3709"	"ospizio"	"1"	"0"	"0"	"0"
"3710"	"morandi"	"1"	"0"	"0"	"0"
"3711"	"acenti"	"1"	"0"	"0"	"0"
"3712"	"blasto"	"1"	"0"	"0"	"0"
"3713"	"coratelli"	"1"	"0"	"0"	"0"
"3714"	"alpron"	"1"	"0"	"0"	"0"
"3715"	"vanestre"	"1"	"0"	"0"	"0"
"3716"	"fachi"	"1"	"0"	"0"	"0"
"3717"	"astelfoni"	"1"	"0"	"0"	"0"
"3718"	"censo"	"1"	"0"	"0"	"0"
"3719"	"su"	"1"	"0"	"0"	"0"
"3720"	"triffoni"	"1"	"0"	"0"	"0"
"3721"	"rebelin"	"1"	"0"	"0"	"0"
"3722"	"fagioto"	"1"	"0"	"0"	"0"
"3723"	"strazzacori"	"1"	"0"	"0"	"0"
"3724"	"zappa"	"1"	"0"	"0"	"0"
"3725"	"citt"	"1"	"0"	"0"	"0"
"3726"	"malvezi"	"1"	"0"	"0"	"0"
"3727"	"machiavelli"	"1"	"0"	"0"	"0"
"3728"	"fabro"	"1"	"0"	"0"	"1"
"3729"	"azzo"	"1"	"0"	"0"	"0"
"3730"	"rotu"	"1"	"0"	"0"	"0"
"3731"	"magnanin"	"1"	"0"	"0"	"0"
"3732"	"lipio"	"1"	"0"	"0"	"0"
"3733"	"lotto"	"1"	"0"	"0"	"0"
"3734"	"dissera"	"1"	"0"	"0"	"0"
"3735"	"pinotolo"	"1"	"0"	"0"	"0"
"3736"	"mussitelli"	"1"	"0"	"0"	"0"
"3737"	"rampazzi"	"1"	"0"	"0"	"0"
"3738"	"corbolin"	"1"	"0"	"0"	"0"
"3739"	"communi"	"1"	"0"	"0"	"0"
"3740"	"rugieri"	"1"	"0"	"0"	"0"
"3741"	"carnio"	"1"	"0"	"0"	"0"
"3742"	"gratarol"	"1"	"0"	"0"	"0"
"3743"	"damila"	"1"	"0"	"0"	"0"
"3744"	"morellato"	"1"	"0"	"0"	"0"
"3745"	"greci"	"1"	"0"	"0"	"0"
"3746"	"modisti"	"1"	"0"	"0"	"0"
"3747"	"gasperoli"	"1"	"0"	"0"	"0"
"3748"	"nn"	"1"	"0"	"0"	"0"
"3749"	"zini"	"1"	"0"	"0"	"0"
"3750"	"bastesini"	"1"	"0"	"0"	"0"
"3751"	"poleti"	"1"	"0"	"0"	"0"
"3752"	"trifoni"	"1"	"0"	"0"	"0"
"3753"	"andreato"	"1"	"0"	"0"	"0"
"3754"	"cinghiali"	"1"	"0"	"0"	"0"
"3755"	"seminario"	"1"	"0"	"0"	"0"
"3756"	"bertoti"	"1"	"0"	"0"	"0"
"3757"	"chia"	"1"	"0"	"0"	"0"
"3758"	"beneti"	"1"	"0"	"0"	"0"
"3759"	"adobati"	"1"	"0"	"0"	"0"
"3760"	"mocenini"	"1"	"0"	"0"	"0"
"3761"	"soavi"	"1"	"0"	"0"	"0"
"3762"	"caminarovich"	"1"	"0"	"0"	"0"
"3763"	"fortunio"	"1"	"0"	"0"	"0"
"3764"	"bocarin"	"1"	"0"	"0"	"0"
"3765"	"capolini"	"1"	"0"	"0"	"0"
"3766"	"flamini"	"1"	"0"	"0"	"0"
"3767"	"biasio"	"1"	"0"	"0"	"0"
"3768"	"volpi"	"1"	"0"	"0"	"0"
"3769"	"ferini"	"1"	"0"	"0"	"0"
"3770"	"grisola"	"1"	"0"	"0"	"0"
"3771"	"coner"	"1"	"0"	"0"	"0"
"3772"	"nordio"	"1"	"0"	"0"	"0"
"3773"	"galvan"	"1"	"0"	"0"	"0"
"3774"	"comici"	"1"	"0"	"0"	"0"
"3775"	"grolla"	"1"	"0"	"0"	"0"
"3776"	"moschini"	"1"	"0"	"0"	"0"
"3777"	"fabreti"	"1"	"0"	"0"	"0"
"3778"	"priorado"	"1"	"0"	"0"	"0"
"3779"	"butacalice"	"1"	"0"	"0"	"0"
"3780"	"cristina"	"1"	"0"	"0"	"0"
"3781"	"edgcombe"	"1"	"0"	"0"	"0"
"3782"	"versoti"	"1"	"0"	"0"	"0"
"3783"	"palamon"	"1"	"0"	"0"	"0"
"3784"	"avanzeti"	"1"	"0"	"0"	"0"
"3785"	"gerardini"	"1"	"0"	"0"	"0"
"3786"	"pataro"	"1"	"0"	"0"	"0"
"3787"	"utebergher"	"1"	"0"	"0"	"0"
"3788"	"casaroto"	"1"	"0"	"0"	"0"
"3789"	"bolin"	"1"	"0"	"0"	"0"
"3790"	"mattei"	"1"	"0"	"0"	"0"
"3791"	"iacur"	"1"	"0"	"0"	"0"
"3792"	"congregazion"	"1"	"0"	"0"	"0"
"3793"	"morossi"	"1"	"0"	"0"	"0"
"3794"	"marchesati"	"1"	"0"	"0"	"0"
"3795"	"menafoglio"	"1"	"0"	"0"	"0"
"3796"	"lugara"	"1"	"0"	"0"	"0"
"3797"	"botti"	"1"	"0"	"0"	"0"
"3798"	"agnelleti"	"1"	"0"	"0"	"0"
"3799"	"barnati"	"1"	"0"	"0"	"0"
"3800"	"giana"	"1"	"0"	"0"	"0"
"3801"	"avogado"	"1"	"0"	"0"	"0"
"3802"	"signorin"	"1"	"0"	"0"	"0"
"3803"	"telaroli"	"1"	"0"	"0"	"0"
"3804"	"ctta"	"1"	"0"	"0"	"0"
"3805"	"lunigo"	"1"	"0"	"0"	"0"
"3806"	"calura"	"1"	"0"	"0"	"0"
"3807"	"goazzo"	"1"	"0"	"0"	"0"
"3808"	"calzon"	"1"	"0"	"0"	"0"
"3809"	"avanzini"	"1"	"0"	"0"	"0"
"3810"	"munari"	"1"	"0"	"0"	"0"
"3811"	"fontebasso"	"1"	"0"	"0"	"0"
"3812"	"fontebassso"	"1"	"0"	"0"	"0"
"3813"	"bonacini"	"1"	"0"	"0"	"0"
"3814"	"mascoto"	"1"	"0"	"0"	"0"
"3815"	"bortolamiello"	"1"	"0"	"0"	"0"
"3816"	"penso"	"1"	"0"	"0"	"0"
"3817"	"parrocco"	"1"	"0"	"0"	"0"
"3818"	"cardani"	"1"	"0"	"0"	"0"
"3819"	"zucani"	"1"	"0"	"0"	"0"
"3820"	"piter"	"1"	"0"	"0"	"0"
"3821"	"lettori"	"1"	"0"	"0"	"0"
"3822"	"spartin"	"1"	"0"	"0"	"0"
"3823"	"pesodromo"	"1"	"0"	"0"	"0"
"3824"	"cavallini"	"1"	"0"	"0"	"0"
"3825"	"furnoni"	"1"	"0"	"0"	"0"
"3826"	"sesia"	"1"	"0"	"0"	"0"
"3827"	"lovisello"	"1"	"0"	"0"	"0"
"3828"	"sensato"	"1"	"0"	"0"	"0"
"3829"	"friti"	"1"	"0"	"0"	"0"
"3830"	"cisco"	"1"	"0"	"0"	"0"
"3831"	"paseti"	"1"	"0"	"0"	"0"
"3832"	"xxx"	"1"	"0"	"0"	"0"
"3833"	"vinacese"	"1"	"0"	"0"	"0"
"3834"	"scarselini"	"1"	"0"	"0"	"0"
"3835"	"toaldo"	"1"	"0"	"0"	"0"
"3836"	"giapel"	"1"	"0"	"0"	"0"
"3837"	"ballini"	"1"	"0"	"0"	"0"
"3838"	"cadorin"	"1"	"0"	"0"	"0"
"3839"	"cuti"	"1"	"0"	"0"	"0"
"3840"	"benetasso"	"1"	"0"	"0"	"0"
"3841"	"bosa"	"1"	"0"	"0"	"0"
"3842"	"dominico"	"1"	"0"	"0"	"0"
"3843"	"frizele"	"1"	"0"	"0"	"0"
"3844"	"morosinii"	"1"	"0"	"0"	"0"
"3845"	"vigonza"	"1"	"0"	"0"	"0"
"3846"	"scatola"	"1"	"0"	"0"	"0"
"3847"	"grassetti"	"1"	"0"	"0"	"0"
"3848"	"nesadini"	"1"	"0"	"0"	"0"
"3849"	"gonzato"	"1"	"0"	"0"	"0"
"3850"	"berlengo"	"1"	"0"	"0"	"0"
"3851"	"feroco"	"1"	"0"	"0"	"0"
"3852"	"flantini"	"1"	"0"	"0"	"0"
"3853"	"rivi"	"1"	"0"	"0"	"0"
"3854"	"squeraroli"	"1"	"0"	"0"	"0"
"3855"	"ospital"	"1"	"0"	"0"	"0"
"3856"	"civile"	"1"	"0"	"0"	"0"
"3857"	"redolfi"	"1"	"0"	"0"	"0"
"3858"	"bagagia"	"1"	"0"	"0"	"0"
"3859"	"cocoli"	"1"	"0"	"0"	"0"
"3860"	"polaco"	"1"	"0"	"0"	"0"
"3861"	"danieli"	"1"	"0"	"0"	"0"
"3862"	"polizzi"	"1"	"0"	"0"	"0"
"3863"	"manzato"	"1"	"0"	"0"	"0"
"3864"	"peruzzo"	"1"	"0"	"0"	"0"
"3865"	"picaroli"	"1"	"0"	"0"	"0"
"3866"	"giacomelli"	"1"	"0"	"0"	"0"
"3867"	"pavegio"	"1"	"0"	"0"	"0"
"3868"	"sussai"	"1"	"0"	"0"	"0"
"3869"	"odoni"	"1"	"0"	"0"	"0"
"3870"	"candoni"	"1"	"0"	"0"	"0"
"3871"	"villabruna"	"1"	"0"	"0"	"0"
"3872"	"dei"	"1"	"0"	"0"	"0"
"3873"	"agazi"	"1"	"0"	"0"	"0"
"3874"	"dalmet"	"1"	"0"	"0"	"0"
"3875"	"proto"	"1"	"0"	"0"	"0"
"3876"	"be"	"1"	"0"	"0"	"0"
"3877"	"fereti"	"1"	"0"	"0"	"0"
"3878"	"bullo"	"1"	"0"	"0"	"1"
"3879"	"bradamante"	"1"	"0"	"0"	"0"
"3880"	"pisenti"	"1"	"0"	"0"	"0"
"3881"	"agaz"	"1"	"0"	"0"	"0"
"3882"	"ponga"	"1"	"0"	"0"	"0"
"3883"	"fabrizzi"	"1"	"0"	"0"	"0"
"3884"	"tronconi"	"1"	"0"	"0"	"1"
"3885"	"bagaglia"	"1"	"0"	"0"	"0"
"3886"	"bernesan"	"1"	"0"	"0"	"0"
"3887"	"biasuti"	"1"	"0"	"0"	"0"
"3888"	"preguerra"	"1"	"0"	"0"	"0"
"3889"	"gagio"	"1"	"0"	"0"	"0"
"3890"	"capon"	"1"	"0"	"0"	"0"
"3891"	"sacomani"	"1"	"0"	"0"	"0"
"3892"	"gorgato"	"1"	"0"	"0"	"0"
"3893"	"maggior"	"1"	"0"	"0"	"0"
"3894"	"maggiore"	"1"	"0"	"0"	"0"
"3895"	"altobello"	"1"	"0"	"0"	"0"
"3896"	"nory"	"1"	"0"	"0"	"0"
"3897"	"petrisselli"	"1"	"0"	"0"	"0"
"3898"	"musani"	"1"	"0"	"0"	"0"
"3899"	"facoli"	"1"	"0"	"0"	"0"
"3900"	"liti"	"1"	"0"	"0"	"0"
"3901"	"vii"	"1"	"0"	"0"	"0"
"3902"	"pagnalin"	"1"	"0"	"0"	"0"
"3903"	"perazzolo"	"1"	"0"	"0"	"0"
"3904"	"cataneo"	"1"	"0"	"0"	"0"
"3905"	"gajo"	"1"	"0"	"0"	"0"
"3906"	"sansoni"	"1"	"0"	"0"	"0"
"3907"	"orseti"	"1"	"0"	"0"	"0"
"3908"	"giorgeto"	"1"	"0"	"0"	"0"
"3909"	"letizze"	"1"	"0"	"0"	"0"
"3910"	"bordes"	"1"	"0"	"0"	"0"
"3911"	"buttacalice"	"1"	"0"	"0"	"0"
"3912"	"borin"	"1"	"0"	"0"	"0"
"3913"	"widdiman"	"1"	"0"	"0"	"0"
"3914"	"corbellini"	"1"	"0"	"0"	"0"
"3915"	"rombenchi"	"1"	"0"	"0"	"0"
"3916"	"rochi"	"1"	"0"	"0"	"0"
"3917"	"bochetti"	"1"	"0"	"0"	"0"
"3918"	"cati"	"1"	"0"	"0"	"0"
"3919"	"dondirologio"	"1"	"0"	"0"	"1"
"3920"	"dattimis"	"1"	"0"	"0"	"0"
"3921"	"correggio"	"1"	"0"	"0"	"0"
"3922"	"sedeler"	"1"	"0"	"0"	"0"
"3923"	"monaco"	"1"	"0"	"0"	"0"
"3924"	"triti"	"1"	"0"	"0"	"0"
"3925"	"furian"	"1"	"0"	"0"	"0"
"3926"	"chiato"	"1"	"0"	"0"	"0"
"3927"	"galeran"	"1"	"0"	"0"	"0"
"3928"	"caratin"	"1"	"0"	"0"	"0"
"3929"	"pirian"	"1"	"0"	"0"	"0"
"3930"	"calegera"	"1"	"0"	"0"	"0"
"3931"	"zucoli"	"1"	"0"	"0"	"0"
"3932"	"assi"	"1"	"0"	"0"	"0"
"3933"	"degan"	"1"	"0"	"0"	"0"
"3934"	"maij"	"1"	"0"	"0"	"0"
"3935"	"saoner"	"1"	"0"	"0"	"0"
"3936"	"beati"	"1"	"0"	"0"	"0"
"3937"	"mistura"	"1"	"0"	"0"	"0"
"3938"	"sette"	"1"	"0"	"0"	"0"
"3939"	"centenario"	"1"	"0"	"0"	"0"
"3940"	"mazzola"	"1"	"0"	"0"	"0"
"3941"	"campi"	"1"	"0"	"0"	"0"
"3942"	"buccella"	"1"	"0"	"0"	"0"
"3943"	"antoniassi"	"1"	"0"	"0"	"0"
"3944"	"bai"	"1"	"0"	"0"	"0"
"3945"	"muleti"	"1"	"0"	"0"	"0"
"3946"	"azzi"	"1"	"0"	"0"	"0"
"3947"	"gradengo"	"1"	"0"	"0"	"0"
"3948"	"grtarol"	"1"	"0"	"0"	"0"
"3949"	"bujarovich"	"1"	"0"	"0"	"0"
"3950"	"geremia"	"1"	"0"	"0"	"0"
"3951"	"vanesi"	"1"	"0"	"0"	"0"
"3952"	"lecoli"	"1"	"0"	"0"	"0"
"3953"	"coel"	"1"	"0"	"0"	"0"
"3954"	"vinanservi"	"1"	"0"	"0"	"0"
"3955"	"amalteo"	"1"	"0"	"0"	"0"
"3956"	"alberoni"	"1"	"0"	"0"	"0"
"3957"	"traina"	"1"	"0"	"0"	"0"
"3958"	"nasseti"	"1"	"0"	"0"	"0"
"3959"	"graziato"	"1"	"0"	"0"	"0"
"3960"	"dolceta"	"1"	"0"	"0"	"0"
"3961"	"pasquin"	"1"	"0"	"0"	"0"
"3962"	"ronta"	"1"	"0"	"0"	"0"
"3963"	"gelmeti"	"1"	"0"	"0"	"0"
"3964"	"cotei"	"1"	"0"	"0"	"0"
"3965"	"dupre"	"1"	"0"	"0"	"0"
"3966"	"versori"	"1"	"0"	"0"	"0"
"3967"	"fornasieri"	"1"	"0"	"0"	"0"
"3968"	"tromba"	"1"	"0"	"0"	"0"
"3969"	"grandezzo"	"1"	"0"	"0"	"0"
"3970"	"valvesso"	"1"	"0"	"0"	"0"
"3971"	"mazzoco"	"1"	"0"	"0"	"0"
"3972"	"colussi"	"1"	"0"	"0"	"0"
"3973"	"bosco"	"1"	"0"	"0"	"0"
"3974"	"rozinato"	"1"	"0"	"0"	"0"
"3975"	"nomico"	"1"	"0"	"0"	"0"
"3976"	"risisegari"	"1"	"0"	"0"	"0"
"3977"	"ferazzuto"	"1"	"0"	"0"	"0"
"3978"	"bonati"	"1"	"0"	"0"	"0"
"3979"	"lupi"	"1"	"0"	"0"	"0"
"3980"	"roncali"	"1"	"0"	"0"	"0"
"3981"	"burci"	"1"	"0"	"0"	"0"
"3982"	"strarembergh"	"1"	"0"	"0"	"0"
"3983"	"spinola"	"1"	"0"	"0"	"0"
"3984"	"artemisi"	"1"	"0"	"0"	"0"
"3985"	"boncio"	"1"	"0"	"0"	"0"
"3986"	"coreggio"	"1"	"0"	"0"	"0"
"3987"	"bonis"	"1"	"0"	"0"	"0"
"3988"	"massariol"	"1"	"0"	"0"	"0"
"3989"	"pielo"	"1"	"0"	"0"	"0"
"3990"	"selle"	"1"	"0"	"0"	"0"
"3991"	"bodigioni"	"1"	"0"	"0"	"0"
"3992"	"decolle"	"1"	"0"	"0"	"0"
"3993"	"gabella"	"1"	"0"	"0"	"0"
"3994"	"lionbusca"	"1"	"0"	"0"	"0"
"3995"	"sayer"	"1"	"0"	"0"	"0"
"3996"	"andreoleti"	"1"	"0"	"0"	"0"
"3997"	"carlis"	"1"	"0"	"0"	"0"
"3998"	"battistella"	"1"	"0"	"0"	"0"
"3999"	"biancheti"	"1"	"0"	"0"	"0"
"4000"	"galuccio"	"1"	"0"	"0"	"0"
"4001"	"davia"	"1"	"0"	"0"	"0"
"4002"	"delucia"	"1"	"0"	"0"	"0"
"4003"	"boscheti"	"1"	"0"	"0"	"0"
"4004"	"pedarzini"	"1"	"0"	"0"	"0"
"4005"	"vinanti"	"1"	"0"	"0"	"0"
"4006"	"carati"	"1"	"0"	"0"	"0"
"4007"	"ginatoffetti"	"1"	"0"	"0"	"0"
"4008"	"sacella"	"1"	"0"	"0"	"0"
"4009"	"tomaseti"	"1"	"0"	"0"	"0"
"4010"	"bucella"	"1"	"0"	"0"	"0"
"4011"	"alozzi"	"1"	"0"	"0"	"0"
"4012"	"dazzo"	"1"	"0"	"0"	"0"
"4013"	"batistiol"	"1"	"0"	"0"	"0"
"4014"	"angonia"	"1"	"0"	"0"	"0"
"4015"	"frizolo"	"1"	"0"	"0"	"0"
"4016"	"faraloni"	"1"	"0"	"0"	"0"
"4017"	"liarca"	"1"	"0"	"0"	"0"
"4018"	"garbato"	"1"	"0"	"0"	"0"
"4019"	"vincoli"	"1"	"0"	"0"	"0"
"4020"	"poma"	"1"	"0"	"0"	"0"
"4021"	"colomba"	"1"	"0"	"0"	"0"
"4022"	"alesandri"	"1"	"0"	"0"	"0"
"4023"	"ceroti"	"1"	"0"	"0"	"0"
"4024"	"tian"	"1"	"0"	"0"	"0"
"4025"	"gobi"	"1"	"0"	"0"	"0"
"4026"	"gb"	"1"	"0"	"0"	"0"
"4027"	"mensurati"	"1"	"0"	"0"	"0"
"4028"	"barena"	"1"	"0"	"0"	"0"
"4029"	"mengato"	"1"	"0"	"0"	"0"
"4030"	"sv"	"1"	"0"	"0"	"0"
"4031"	"nd"	"1"	"0"	"0"	"0"
"4032"	"lossi"	"1"	"0"	"0"	"0"
"4033"	"duglazzi"	"1"	"0"	"0"	"0"
"4034"	"visi"	"1"	"0"	"0"	"0"
"4035"	"gianini"	"1"	"0"	"0"	"0"
"4036"	"dalcqua"	"1"	"0"	"0"	"0"
"4037"	"grivi"	"1"	"0"	"0"	"0"
"4038"	"basiloco"	"1"	"0"	"0"	"0"
"4039"	"sagradina"	"1"	"0"	"0"	"0"
"4040"	"dadie"	"1"	"0"	"0"	"0"
"4041"	"rrpp"	"1"	"0"	"0"	"0"
"4042"	"lucchese"	"1"	"0"	"0"	"0"
"4043"	"bendussi"	"1"	"0"	"0"	"0"
"4044"	"solini"	"1"	"0"	"0"	"0"
"4045"	"gsolini"	"1"	"0"	"0"	"0"
"4046"	"rizzoti"	"1"	"0"	"0"	"0"
"4047"	"moron"	"1"	"0"	"0"	"0"
"4048"	"vendrame"	"1"	"0"	"0"	"0"
"4049"	"baldini"	"1"	"0"	"0"	"0"
"4050"	"tognolla"	"1"	"0"	"0"	"0"
"4051"	"mazzolin"	"1"	"0"	"0"	"0"
"4052"	"lama"	"1"	"0"	"0"	"0"
"4053"	"mazel"	"1"	"0"	"0"	"0"
"4054"	"radel"	"1"	"0"	"0"	"0"
"4055"	"carniel"	"1"	"0"	"0"	"0"
"4056"	"bortoleti"	"1"	"0"	"0"	"0"
"4057"	"zogia"	"1"	"0"	"0"	"0"
"4058"	"longhi"	"1"	"0"	"0"	"0"
"4059"	"ceruti"	"1"	"0"	"0"	"0"
"4060"	"bassinello"	"1"	"0"	"0"	"0"
"4061"	"basinello"	"1"	"0"	"0"	"0"
"4062"	"varnier"	"1"	"0"	"0"	"0"
"4063"	"aeijoli"	"1"	"0"	"0"	"0"
"4064"	"albengo"	"1"	"0"	"0"	"0"
"4065"	"allegrini"	"1"	"0"	"0"	"0"
"4066"	"almeda"	"1"	"0"	"0"	"0"
"4067"	"altana"	"1"	"0"	"0"	"0"
"4068"	"andrioli"	"1"	"0"	"0"	"0"
"4069"	"antoni"	"1"	"0"	"0"	"0"
"4070"	"appoloni"	"1"	"0"	"0"	"0"
"4071"	"arigoni"	"1"	"0"	"0"	"0"
"4072"	"arigonil"	"1"	"0"	"0"	"0"
"4073"	"aron"	"1"	"0"	"0"	"0"
"4074"	"avanzi"	"1"	"0"	"0"	"0"
"4075"	"averoldi"	"1"	"0"	"0"	"0"
"4076"	"avvanzetti"	"1"	"0"	"0"	"0"
"4077"	"bacchi"	"1"	"0"	"0"	"0"
"4078"	"bachi"	"1"	"0"	"0"	"0"
"4079"	"badetta"	"1"	"0"	"0"	"0"
"4080"	"baffini"	"1"	"0"	"0"	"0"
"4081"	"bafika"	"1"	"0"	"0"	"0"
"4082"	"bana"	"1"	"0"	"0"	"0"
"4083"	"barili"	"1"	"0"	"0"	"0"
"4084"	"barsella"	"1"	"0"	"0"	"0"
"4085"	"basiglio"	"1"	"0"	"0"	"0"
"4086"	"bassaglio"	"1"	"0"	"0"	"0"
"4087"	"bassan"	"1"	"0"	"0"	"0"
"4088"	"battifoglia"	"1"	"0"	"0"	"0"
